Date,AAPL,BA,T,MGM,AMZN,IBM,TSLA,GOOG,sp500
2016-04-13,33257300,3514800,22606000,6324000,4228300,3168400,4925600,1707100,4191830000
2016-04-14,25473900,4527600,13763700,6437400,3512100,3176500,4132200,1135300,3765870000
2016-04-15,46939000,5008700,15781600,2723200,2887700,3657600,3752400,1809300,3701450000
2016-04-18,60821500,3056000,17332000,5098400,4360900,6581700,4271400,1558800,3316880000
2016-04-19,32384900,2931000,15936600,8552900,4055900,13190200,6357500,2030500,3896830000
2016-04-20,30611000,6799000,16784100,8980500,2609400,6754300,5194100,1529200,4184880000
2016-04-21,31552500,4799600,32236600,7889000,2596300,6017700,2783100,3060500,4175290000
2016-04-22,33683100,3858100,24300200,5316400,5083900,5191900,3786300,5951900,3790580000
2016-04-25,28031600,4600100,17583100,4144600,2682900,2848900,3670300,1959200,3319740000
2016-04-26,56016200,6103400,20900900,3837500,2521400,2979800,3223800,2744600,3557190000
2016-04-27,114602100,6930800,41417700,3947500,4068800,3111200,3205800,3098600,4100110000
2016-04-28,82242700,4938800,20204200,4408200,7872600,3791500,2519000,2867300,4309840000
2016-04-29,68531500,3716700,25345900,4878400,10310700,4225800,5413800,2487700,4704720000
2016-05-02,48160100,3703800,22063300,4147200,6578500,3502400,3843900,1645300,3841110000
2016-05-03,56831300,4028700,21826000,4000600,4923400,3584300,4302200,1543800,4173390000
2016-05-04,41025500,3340500,15480800,8017900,4635500,2577100,8700500,1693500,4058560000
2016-05-05,35890500,4199200,16239500,14302200,4884100,6501200,11254800,1683500,4008530000
2016-05-06,43699900,2466000,15663700,7152600,4365300,4895800,5685200,1829300,3796350000
2016-05-09,32936400,3431100,13495300,5272600,3982200,4302400,4776400,1510300,3788620000
2016-05-10,33686800,3382700,17375700,5457700,6105600,3992700,4070600,1569600,3600200000
2016-05-11,28719100,3284100,14414800,5640400,7338200,3093000,5161900,1692100,3821980000
2016-05-12,76314700,4591300,18734900,4815900,5048200,3249200,3650500,1360700,3782390000
2016-05-13,44392800,3965900,16490800,4295600,4763400,2398000,2822800,1314500,3579880000
2016-05-16,61259800,3165400,15057800,3590700,5432900,3069100,2949400,1317100,3501360000
2016-05-17,46916900,4032000,22056300,4288300,5121400,3490600,2843600,2001200,4108960000
2016-05-18,42062400,4060400,25371800,5150500,4283200,2491100,5617500,1766800,4101320000
2016-05-19,30442100,5061600,27414800,5752200,3025600,3685600,6866300,1670200,3846770000
2016-05-20,32026000,3297700,20244500,4398300,2916200,3671500,9007100,1828400,3507650000
2016-05-23,38018600,3977700,15380900,4103700,2595100,2103800,5102500,1330700,3055480000
2016-05-24,35140200,5102400,14131700,4944000,3033800,2929300,3013800,1929500,3627340000
2016-05-25,38168800,4656700,14709500,3306600,3267700,4355300,3126800,1629200,3859160000
2016-05-26,56331200,2586300,16017000,3751800,2446700,3062900,4072400,1576300,3230990000
2016-05-27,36341200,3043700,15671700,3238400,2249200,2457100,3650300,1975000,3079150000
2016-05-31,42307200,6894400,27940000,5834700,3618300,5836600,2789000,2129500,4514410000
2016-06-01,29173300,4679600,17055700,6781400,3263100,2663400,2982700,1253600,3525170000
2016-06-02,40191600,4802100,12301700,7801500,3026600,2642600,2032800,1341800,3632720000
2016-06-03,28504900,5485600,19244900,5550900,3367300,2328300,2229000,1226300,3627780000
2016-06-06,23292500,6996200,16739100,6331900,2704800,2378700,2249500,1565300,3442020000
2016-06-07,22409500,4424000,24912500,9880500,2732500,4465000,6213600,1336200,3534730000
2016-06-08,20848100,3883700,14426400,6752100,2223400,2935000,5972000,1583700,3562060000
2016-06-09,26601400,3811200,20692400,6171600,2170300,2021800,4492100,988900,3290320000
2016-06-10,31712900,3828600,25865500,6472300,3425700,3120600,6026600,1216400,3515010000
2016-06-13,38020500,3645000,16689700,10144000,3352200,3610400,4193000,1258900,3392030000
2016-06-14,31931900,3717000,23015000,9986200,2506900,2865800,3580200,1306100,3759770000
2016-06-15,29445200,3324800,19480500,15172800,2709400,2260400,2908500,1214500,3544720000
2016-06-16,31326800,4066100,20105300,7085400,3098000,2449100,2440300,1982500,3628280000
2016-06-17,61008200,6739600,27266000,11752800,5897800,4663900,3112600,3402400,4952630000
2016-06-20,34411900,4331900,20229700,7619500,3677200,3572100,3555500,2082500,3467440000
2016-06-21,35546400,2841100,19938100,5141400,2137500,2760300,4529000,1465600,3232880000
2016-06-22,29219100,2640800,20244300,4503500,2260500,2833700,23742400,1184300,3168160000
2016-06-23,32240200,4113900,19035000,5106500,2825000,3969400,10130700,2171400,3297940000
2016-06-24,75311400,9707300,57147200,16058800,7632500,9082800,7026500,4449000,7597450000
2016-06-27,45489600,6169000,37455400,15445600,5568000,5017900,7205400,2629000,5431220000
2016-06-28,40444900,4438100,34419000,7097700,4037000,3997700,6212400,2173800,4385810000
2016-06-29,36531000,4916700,23671500,5400500,3070100,3367700,5994900,1932600,4241740000
2016-06-30,35836400,4110800,31913400,6277000,2855100,3967100,4843100,1597700,4622820000
2016-07-01,26026500,3247900,23237300,4066200,2920400,2658300,5400000,1344700,3458890000
2016-07-05,27705200,4829400,35585300,4629900,2431400,2465200,5175300,1462600,3658380000
2016-07-06,30949100,3981700,26454200,5352400,3938200,2569400,4919900,1411900,3909380000
2016-07-07,25139600,3049400,23707900,5092700,2945800,2138400,3612000,1304200,3604550000
2016-07-08,28912100,3597800,28443800,7903000,3429200,3040600,4074800,1575200,3607500000
2016-07-11,23794900,3929900,21593700,6638400,3195300,2833700,5429800,1111800,3253340000
2016-07-12,24167500,4318400,18676600,6395500,5623700,3843800,4571300,1336900,4097820000
2016-07-13,25892200,3061400,14852300,6249700,4142300,2746400,3567100,935900,3502320000
2016-07-14,38919000,3984100,16655300,4604100,2390500,4637600,2675800,950200,3465610000
2016-07-15,30137000,2944900,16646600,4997000,3121400,4476800,2234200,1279300,3122600000
2016-07-18,36493900,3338400,12340700,5465700,2954900,6729700,3412100,1295500,3009310000
2016-07-19,23779900,3390000,13665600,5116700,2216800,7120000,3115100,1227500,2968340000
2016-07-20,26276000,2669400,14088400,4054200,2214000,4376300,2568500,1289700,3211860000
2016-07-21,32702000,2814100,21640500,3843200,2317100,3518900,4428700,1026300,3438900000
2016-07-22,28313700,4844900,30724300,4713800,2277700,2520100,2579700,1259800,3023280000
2016-07-25,40382900,3078600,14591600,4466300,2679300,2804600,4490700,1032400,3057240000
2016-07-26,56239800,4667300,20078600,8034800,2529700,2894600,3430000,1186700,3442350000
2016-07-27,92344800,5661700,19811100,5781300,2913100,2162700,2889000,1512500,3995500000
2016-07-28,39869800,5142400,13510400,6097500,7617600,2340400,2419100,3530200,3664240000
2016-07-29,27733700,3559100,25245700,6200200,6777100,3547500,3070800,3841500,4038840000
2016-08-01,38167900,3067300,20650200,5359500,3578200,2823600,4016300,2700500,3505990000
2016-08-02,33816600,3156800,19595000,6798300,3603300,3080900,3934400,1784500,3848750000
2016-08-03,30202600,2359300,13632500,6065000,3581500,2861700,3887800,1287400,3786530000
2016-08-04,27408700,3008500,11894000,9745200,3178200,2489100,4147000,1140300,3709200000
2016-08-05,40553400,3119500,19623200,7309700,2704400,3812400,3205200,1801200,3663070000
2016-08-08,28037200,2443800,14033600,3786900,1986300,3039300,2263600,1107900,3327550000
2016-08-09,26315200,3013900,14758200,5293200,1876100,2737500,2207800,1318900,3334300000
2016-08-10,24008500,2642200,11733500,4860000,1604300,2466700,2338300,786400,3254950000
2016-08-11,27484500,2275700,11979700,4151800,2019700,8768600,1880900,975100,3423160000
2016-08-12,18660400,2522600,10541300,4067300,1563300,2543100,1813500,740500,3000660000
2016-08-15,25868200,2812600,16248000,3567400,2118500,2970400,2034300,938200,3078530000
2016-08-16,33794400,2759200,31646500,4827200,1604600,2210200,2267100,1028000,3196400000
2016-08-17,25356000,2854600,29338700,2906700,1891100,3225900,1787100,924200,3388910000
2016-08-18,21984700,2030800,32552500,2730800,1458800,3652000,1714500,719400,3300570000
2016-08-19,25368100,1922600,29461900,3155800,2343200,2815200,1659500,861500,3084800000
2016-08-22,25820200,2520500,17672700,3412000,1679300,2039300,2065500,951400,2777550000
2016-08-23,21257700,3481900,15053500,3743100,1524100,2838100,4784400,928200,3041490000
2016-08-24,23675100,2135900,16168900,6680000,1744100,3645800,2570700,1072000,3148280000
2016-08-25,25086200,1921400,16903700,4537000,1623000,2575000,1762500,926900,2969310000
2016-08-26,27766300,1973700,17859500,4590000,2776800,2498900,2239000,1166700,3342340000
2016-08-29,24970300,2380000,12944900,3079600,2198600,2475900,3266300,847600,2654780000
2016-08-30,24863900,3437300,11217600,2659400,1709200,1813300,3168900,1130000,3006800000
2016-08-31,29662400,3639200,18740500,3757000,1633800,2323600,3276500,1248600,3766390000
2016-09-01,26701500,2807200,15706900,9785700,1792300,2358400,7943100,925100,3392120000
2016-09-02,26802500,2631000,19067000,3267900,2181800,2315400,5977400,1072700,3091120000
2016-09-06,26880400,4151800,15532700,3516400,3719800,2994100,4390600,1442800,3447650000
2016-09-07,42364300,2198700,13531300,5211900,2424600,2867300,3640900,893700,3319420000
2016-09-08,53002000,2618300,13524500,4449000,2030500,3963200,3377900,1270300,3727840000
2016-09-09,46557000,4892900,38500100,4884700,4257300,5186000,3757000,1885500,4233960000
2016-09-12,45292800,6381100,26864200,6007000,3124700,4367500,3715200,1311000,4010480000
2016-09-13,62176200,4552400,25529500,6775800,3117200,3636700,3589400,1395000,4141670000
2016-09-14,110888700,3955400,26539500,6035800,2523000,3860600,2254500,1087400,3664100000
2016-09-15,89983600,3462400,22935900,6030100,3034000,3645600,3077200,1305100,3373720000
2016-09-16,79886900,8035600,41350600,4792100,5499200,6463600,3107800,2049300,5014360000
2016-09-19,47023000,3168100,16182800,6182800,2297200,2450100,2299500,1172800,3163000000
2016-09-20,34514300,2639300,14197800,3260600,1937200,2159100,2410500,978600,3140730000
2016-09-21,36003200,3227800,19130900,3926600,2718600,2473900,2633500,1167800,3712090000
2016-09-22,31074000,3253100,22283300,5946600,4078900,2691100,2382900,1486200,3552830000
2016-09-23,52481200,2330700,18867600,8546900,2353500,2702200,2905200,1411900,3317190000
2016-09-26,29869400,2219900,16647200,2999100,2651400,2533300,2394400,1533200,3216170000
2016-09-27,24607400,1939000,18440200,3652600,3819600,2987200,3373200,1153200,3437770000
2016-09-28,29641100,1773000,26340200,6874100,4422100,3310000,2088400,1109800,3891460000
2016-09-29,35887000,2199400,17046800,8836700,4922200,3374800,2727000,1314700,4249220000
2016-09-30,36379100,3118900,19381600,6109000,4430600,3596900,2586300,1585300,4173340000
2016-10-03,21701800,2439400,16581700,3866300,2769400,2227800,5999900,1278800,3137550000
2016-10-04,29736800,2829200,33179900,3985700,2950300,2884100,3541500,1201400,3750890000
2016-10-05,21453100,3137500,22600900,7176500,3469100,1684500,1877500,1461200,3906550000
2016-10-06,28779300,3614900,15750600,5438400,2684000,1950100,4703400,1070700,3461550000
2016-10-07,24358400,4302000,19172000,3767000,2426200,2671900,3493000,933200,3619890000
2016-10-10,36236000,3343300,19020700,5978400,1827100,2481300,3316300,1174900,2916550000
2016-10-11,64041000,3607300,22314900,3128700,3588200,2901300,2328400,1372500,3438270000
2016-10-12,37586800,2264200,17179900,2317300,2380400,2964000,1970700,937400,2977100000
2016-10-13,35192400,3544200,17546600,3991000,3091400,2909900,2494600,1365300,3580450000
2016-10-14,35652200,2317400,13517000,3806400,2999800,4358200,4269900,852500,3228150000
2016-10-17,23624900,2435100,13885000,4071400,3361500,5890400,4554100,1093000,2830390000
2016-10-18,24553500,2271000,16038500,2572100,2512500,12770600,5680500,2056900,3170000000
2016-10-19,20034600,2265900,11711500,3431700,2090700,4632900,6991200,1766800,3362670000
2016-10-20,24125800,2539700,31131500,3466700,3152000,4023100,5072900,1757500,3337170000
2016-10-21,23192700,2205000,82765000,3255500,2793000,4414200,2943400,1266200,3448850000
2016-10-24,23538700,3814200,100586200,2980500,4060900,2666700,2751600,1697500,3357320000
2016-10-25,48129000,5209100,40486400,5219600,3248400,2647500,2445000,1576400,3751340000
2016-10-26,66134200,13272000,32878700,3654100,3998100,2811700,5632800,1647700,3775200000
2016-10-27,34562000,7857100,43182000,5279100,7406400,4229300,13093700,2749200,4204830000
2016-10-28,37861700,4636100,23224100,4473900,10841100,3654500,4280100,4269900,4019510000
2016-10-31,26419400,3075900,31383700,3605700,5413300,3553200,4692300,2427300,3922400000
2016-11-01,43825800,3245000,27614200,9406000,5305400,3191900,7060000,2406400,4532160000
2016-11-02,28331700,2782100,26048800,6798200,5026500,3074400,4253400,1872400,4248580000
2016-11-03,26932600,2280800,25546900,5990800,3872500,2878800,2653000,1943200,3886740000
2016-11-04,30837000,2951500,23256300,11225200,5122100,2470400,5146000,2134800,3837860000
2016-11-07,32560000,3228200,21394400,19040000,5984400,3804900,3870100,1585100,3736060000
2016-11-08,24254200,2823800,17810800,13466800,3412600,3921900,3267600,1366900,3916930000
2016-11-09,59176400,5494400,34764400,10960600,8562900,5403700,8173100,2607100,6264150000
2016-11-10,57134500,6508300,37997400,9536600,12747000,7715800,6750300,4745200,6451640000
2016-11-11,34143900,3585200,25316800,7367000,6622800,4446600,3988500,2431800,4988050000
2016-11-14,51175500,4490900,26128800,9510500,7321300,5196500,6552200,3654400,5367200000
2016-11-15,32264500,3856600,20888800,7372900,6755800,3477000,3902000,2384000,4543860000
2016-11-16,58840500,3559700,20835700,5724000,3648800,2252800,3434400,1472600,3830590000
2016-11-17,27632000,3656100,21184900,6986200,3690100,2261200,4887100,1304000,3809160000
2016-11-18,28428900,2214400,16982200,9823400,4373400,2981600,5210300,1547100,3572400000
2016-11-21,29264600,2825900,17247400,10263800,4614600,4637100,4361000,1330600,3607010000
2016-11-22,25965500,3770000,26152000,7083700,5311300,2770800,5603400,1593100,3957940000
2016-11-23,27426400,2857500,21343400,4116700,3540300,2252700,4891900,1478400,3418640000
2016-11-25,11475900,962300,10844400,1660300,1837100,1605300,2366100,587400,1584600000
2016-11-28,27194000,4728800,26656500,8285600,4438800,4449400,4529200,2188200,3505650000
2016-11-29,28528800,3945600,19857200,8355500,3272300,3148200,4439300,1616600,3706560000
2016-11-30,36162300,3991000,32679300,7429700,4625900,4397800,3547100,2392900,5533980000
2016-12-01,37086900,2843900,27398400,8466400,4666000,4635700,5126400,3017900,5063740000
2016-12-02,26528000,2105600,16102200,8673500,3561300,2740900,4042300,1452500,3779500000
2016-12-05,34324500,2855900,20773400,7050000,4314700,3447100,4072200,1394200,3895230000
2016-12-06,26195500,3476300,23569800,8575600,3794700,2859000,3391600,1690700,3855320000
2016-12-07,29998700,2955800,32963400,5552500,3684900,4435100,5461900,1761000,4501820000
2016-12-08,27068300,2928400,21999100,27910100,3189600,3266400,3194100,1488100,4200580000
2016-12-09,34402600,2707900,17105200,15863900,2470900,3146900,2722500,1821900,3884480000
2016-12-12,26374400,4250600,31910100,7094800,2963900,3392300,2438900,2104100,4034510000
2016-12-13,43733800,5650400,21159900,11258300,5285300,5932300,6823900,2145200,3857590000
2016-12-14,34031800,3640200,26333400,10258900,5454800,4124200,4150900,1704200,4406970000
2016-12-15,46524500,2889300,24486600,8584500,3801900,3388600,3219600,1626500,4168200000
2016-12-16,44351100,5888300,27954500,8520800,4848200,7120600,3796900,2443800,5920340000
2016-12-19,27779400,3002800,20563900,4703700,3113200,2955900,3488100,1232100,3248370000
2016-12-20,21425000,2270100,21164400,4387000,2703600,2174600,4689100,951000,3298780000
2016-12-21,23783200,2326000,13753000,6509200,2044600,3575700,5207600,1211300,2852230000
2016-12-22,26085900,3958500,17560600,3628000,2543600,2802600,3111100,972200,2876320000
2016-12-23,14249500,2135800,9645400,2587100,1981600,1701200,4670500,623400,2020550000
2016-12-27,18296900,1858700,11432700,2730000,2638700,1397500,5915700,789100,1987080000
2016-12-28,20905900,1810400,11026900,3494500,3301000,1757500,3782500,1153800,2392360000
2016-12-29,15039500,1804000,12389200,3693100,3158300,1663500,4045000,744300,2336370000
2016-12-30,30586300,2027700,16674000,5461200,4139400,2952800,4642600,1770000,2670900000
2017-01-03,28781900,3426100,26006600,9439200,3521100,2934300,5923300,1657300,3770530000
2017-01-04,21118100,3189800,23203000,6330900,2510500,3381400,11213500,1073000,3764890000
2017-01-05,22193600,2796000,25711200,8587100,5830100,2682300,5911700,1335200,3761820000
2017-01-06,31751900,2426000,32687900,6989500,5986200,2945500,5527900,1640200,3339890000
2017-01-09,33561900,2839400,25484700,5893400,3446100,3189900,3979500,1274600,3217610000
2017-01-10,24462100,2988300,21521900,11879500,2558400,4118700,3660000,1176800,3638790000
2017-01-11,27588600,2416500,24536400,9595200,2992800,3599500,3650800,1065900,3620410000
2017-01-12,27086200,3020500,19900300,6312000,4873900,2927500,3790200,1353100,3462130000
2017-01-13,26111900,2435400,13932200,8786600,3791900,2875400,6093000,1099200,3081270000
2017-01-17,34439800,2758800,22535800,6966100,3670500,3315700,4617500,1362100,3584990000
2017-01-18,23713000,2087000,19476500,3839300,2354200,4007800,3769000,1294400,3315250000
2017-01-19,25597300,3144000,16693300,4820900,2540800,6963400,7732300,919300,3165970000
2017-01-20,32597900,3384500,25164900,5371800,3376200,12690000,4204300,1670000,3524970000
2017-01-23,22050200,3931200,25211300,6588100,2797500,5478200,6262900,1963600,3152710000
2017-01-24,23211000,3927500,28701000,4467300,2971700,6952400,4965500,1474000,3810960000
2017-01-25,32377600,7480000,21460500,7275700,3922600,5922500,5142600,1494500,3846020000
2017-01-26,26337600,5436800,28137300,4955500,3586300,3063900,3152100,2973900,3610360000
2017-01-27,20562900,4883200,19018300,5813400,2998700,3482300,3166300,2965800,3135890000
2017-01-30,30377500,5456300,15876100,5634600,3747300,4094800,3801100,3246600,3591270000
2017-01-31,49201000,5350700,25405400,5479700,3137200,4139000,4116100,2160600,4087450000
2017-02-01,111985000,3138000,32082500,6986900,3850200,2795700,3958800,2029700,3916610000
2017-02-02,33710400,3791700,29154300,6200400,7350500,2620500,2499800,1532100,3807710000
2017-02-03,24507300,2981700,19151000,3781200,10868800,3309300,2186700,1463400,3597970000
2017-02-06,26845900,3110500,11374900,6694800,3897300,2650800,3562500,1184500,3109050000
2017-02-07,38183800,4243200,17312100,5338600,3466100,3873500,4244800,1241200,3448690000
2017-02-08,23004100,3041600,15688300,3298700,2858000,2913100,3933000,1155300,3609740000
2017-02-09,28349900,3451100,11362400,4931400,2484900,3090700,7820200,989700,3677940000
2017-02-10,20065500,2689700,12135600,4791300,2429600,2930700,3619700,1135000,3475020000
2017-02-13,23035400,3765000,34361100,10158900,4172600,3093400,7029600,1213300,3349730000
2017-02-14,33226200,2580300,19705300,9169600,2792400,2776500,7345200,1054700,3520910000
2017-02-15,35623100,4033200,23322500,14333000,2968900,2914300,4947900,1313600,3775590000
2017-02-16,22584600,3070100,16579700,49246900,2714700,3251500,7077300,1287600,3672370000
2017-02-17,22198200,4982900,24156400,20858700,3112300,3552500,6257100,1611000,3513060000
2017-02-21,24507200,4231700,17504400,12650300,3507700,4480300,5676700,1262300,3579780000
2017-02-22,20836900,2832100,15656500,9682300,2617000,3020500,8755000,982900,3468670000
2017-02-23,20788200,3502600,19218500,10041000,3462000,2282500,14915200,1472800,4015260000
2017-02-24,21776600,4197200,17043200,11647300,3688000,3300100,8171600,1392200,3831570000
2017-02-27,20257400,2892600,17338500,8026700,2713600,3691300,11460800,1101500,3582610000
2017-02-28,23482900,4785100,19338600,8232000,2793700,3273400,6078100,2260800,4210140000
2017-03-01,36414600,5461800,23901000,9781300,2760100,3005600,4809500,1496500,4345180000
2017-03-02,26211000,4909000,13183200,7704700,2132100,2918200,3351800,942500,3821320000
2017-03-03,21108100,3917500,17179400,6842700,1941100,1822000,2919400,896400,3555260000
2017-03-06,21750000,4244000,14177000,6478800,2610400,3204400,3355500,1109000,3232700000
2017-03-07,17446300,2452000,16250900,23495000,2247600,2980500,3459500,1037600,3518390000
2017-03-08,18707200,2321700,17881000,12078500,2286500,3557400,3725200,989800,3812100000
2017-03-09,22155900,3100500,17672600,7790600,2048200,5444100,3879300,1261500,3716340000
2017-03-10,19612800,4595600,19734300,6840800,2436400,3100300,3066300,1704000,3432950000
2017-03-13,17421700,3499000,14884200,6783600,1909700,3482200,3022600,1223600,3133900000
2017-03-14,15309100,2346700,10063800,7634200,2130600,3147500,7598400,779900,3172630000
2017-03-15,25691800,3569000,21055900,10563800,2562200,3815500,5330800,1381500,3906840000
2017-03-16,19232000,3100700,14601800,10592700,1842300,4311800,7132200,977600,3365660000
2017-03-17,43885000,5037400,24748900,15365600,3384400,5921000,6497500,1712300,5178040000
2017-03-20,21542000,2062200,11851800,19573300,2282700,2476100,3614300,1231500,3054930000
2017-03-21,39529900,3239600,20299000,17554800,4382900,3927700,6908600,2463500,4265590000
2017-03-22,25860200,2505700,18547100,7313900,2658700,3450500,4059300,1401500,3572730000
2017-03-23,20346300,2006400,14660400,6979300,1953000,3740000,3320200,3487100,3260600000
2017-03-24,22395600,2386800,14202000,11061600,2138300,3221700,5647300,1981000,2975130000
2017-03-27,23575100,2750700,13185200,12584000,2755800,3259000,6230800,1894300,3240230000
2017-03-28,33374800,2412600,15586100,12824500,3041600,3523900,7987600,1620500,3367780000
2017-03-29,29190000,1640600,14104200,6146900,4485800,3085600,3676200,1786300,3106940000
2017-03-30,21207300,1737200,14773900,4714800,2762700,3168300,4148400,1055300,3158420000
2017-03-31,19661700,2032700,17533500,7166600,3957600,2913700,3294600,1401900,3354110000
2017-04-03,19985700,2934800,17979600,10087300,3422300,4286500,13888600,1671500,3416400000
2017-04-04,19891400,2326500,12552700,5159700,4984700,3108900,10134600,1045400,3206240000
2017-04-05,27717900,2567200,19955800,7249300,7508400,6238900,7880900,1555300,3770520000
2017-04-06,21149000,2343600,20492300,11886800,6344100,3435400,5520600,1254400,3201920000
2017-04-07,16672200,2806900,20335900,6968700,3710900,3588300,4579600,1057300,3053150000
2017-04-10,18933400,2309300,18215000,7840600,3184300,3789900,7664500,978900,2785410000
2017-04-11,30379400,2266300,19610700,6585000,3012700,4891900,5724600,1079700,3117420000
2017-04-12,20350000,2922700,22195800,3059500,2456100,3276900,6050700,900500,3196950000
2017-04-13,17822900,2024100,17556200,4846400,3174600,3205500,9284600,1122400,3143890000
2017-04-17,16582100,2450200,12118600,7895700,2854700,3720200,4138700,895000,2824710000
2017-04-18,14697500,2960200,15920200,9329500,2999200,6345500,3035700,836700,3269840000
2017-04-19,17328400,2124500,23799500,9311000,2870200,19284300,3898000,954200,3519900000
2017-04-20,23319600,2335200,21715700,7262800,2814400,6486800,6149400,959000,3647420000
2017-04-21,17320900,3146600,23898100,6541300,2420500,5607800,4509800,1323600,3503360000
2017-04-24,17134300,3141900,24033800,14538400,3122900,5320600,5083500,1372500,3690650000
2017-04-25,18871500,3735400,38377800,12104600,3380600,4860400,6737700,1672000,3995240000
2017-04-26,20041200,4471600,34352300,19013700,2608900,4327800,4695000,1237200,4105920000
2017-04-27,14246300,3129100,22646100,17187400,5305500,4122600,3468600,2026800,4098460000
2017-04-28,20860400,2181600,24995000,8353800,7364700,4154100,4505500,3276300,3718270000
2017-05-01,33602900,3516700,24748600,5676000,5466500,4935300,8829600,2116000,3199240000
2017-05-02,45352200,1979800,24852500,5818600,3848800,3208200,5382800,1587200,3813680000
2017-05-03,45697000,2983200,33742700,5488800,3582700,3993300,7133400,1499500,3893990000
2017-05-04,23371900,2289300,31449700,5636300,2418400,4280600,14152000,1422100,4362540000
2017-05-05,27327700,2636900,21829200,4779800,2866400,12521300,8177300,1911300,3540140000
2017-05-08,48752400,1963400,20139700,8541000,3415700,7492000,7006500,1329800,3429440000
2017-05-09,39130400,3004000,21591400,6157400,3262100,6853000,9676500,1581800,3653590000
2017-05-10,25805700,7060100,22608200,6476700,2096500,4999900,5741600,1173900,3643530000
2017-05-11,27255100,2883800,16542900,5609100,2194100,5627900,4753800,835000,3727420000
2017-05-12,32527000,3479200,13770100,5620000,3625900,3715300,4121600,1050600,3305630000
2017-05-15,26009700,3365000,21399000,8031100,4270600,4245500,7622000,1108100,3473600000
2017-05-16,20048500,2156100,21599500,8987300,3126100,5513700,4152500,969500,3420790000
2017-05-17,50767700,2535700,29665800,9034600,5145600,5191500,6711900,2362100,4163000000
2017-05-18,33568200,3118100,25743900,7042500,3939300,3274200,5653800,1596900,4319420000
2017-05-19,26960800,4038900,20350600,5673800,3972100,5643000,4687600,1393000,3825160000
2017-05-22,22966400,2946800,14822000,10627300,2642200,3302100,4329200,1120400,3172830000
2017-05-23,19918900,2123800,13535300,7750100,2415600,2564500,4318400,1270800,3213570000
2017-05-24,19178000,2424700,15603900,5507100,2446000,3732400,5033300,1024800,3389900000
2017-05-25,19235600,2363300,14892500,5476700,4822000,2582700,5014000,1660500,3535390000
2017-05-26,21927600,1735800,13725900,3612100,3469200,2443300,7802200,1252000,2805040000
2017-05-30,20126900,2231600,20527200,4934600,3263100,3666000,7782900,1466700,3203160000
2017-05-31,24451200,5186700,24040400,5797200,3913100,3543400,9963400,2448100,4516110000
2017-06-01,16404100,2870200,17691200,6969700,2454800,2918100,7608000,1410500,3857140000
2017-06-02,27770700,3034300,18529000,6195900,3752300,3585700,5590200,1751000,3461680000
2017-06-05,25331700,2522100,13821900,7141300,2719900,3975100,6784400,1252100,2912600000
2017-06-06,26624900,2725000,16218300,6021100,3346400,3797200,11086800,1814600,3357840000
2017-06-07,21069600,2383500,16429400,7207200,2823000,4865700,9398000,1453900,3572300000
2017-06-08,21250800,2340300,20272000,3762800,2767900,3709000,9061500,1481900,3728860000
2017-06-09,64882700,3344900,18398300,5333600,7647700,4361500,17261400,3309400,4027340000
2017-06-12,72307300,2730100,22779900,11444700,9447200,6471500,10517700,3763500,4027750000
2017-06-13,34165400,1882700,18842100,4664400,4580000,3523500,11807900,2013300,3275500000
2017-06-14,31531200,2210000,16356200,5144100,3974900,3049100,12818400,1489700,3555590000
2017-06-15,32165400,2894100,16686200,6187400,5373900,4654300,10426500,2133100,3353050000
2017-06-16,50361100,6939100,29734700,5030200,11472700,6742000,6731000,3094700,5284720000
2017-06-19,32541400,2726400,20957800,7399500,5043400,4629500,6549300,1533300,3264700000
2017-06-20,24900100,3077400,21738800,4903700,4076800,4481700,7438700,1126000,3416510000
2017-06-21,21265800,3151100,24597700,3174000,2922500,3959700,4923200,1202200,3594820000
2017-06-22,19106300,3339300,16201000,3167700,2253400,2376500,7529800,941400,3468210000
2017-06-23,35439400,4310100,22906600,7787300,2879100,3282200,6445800,1527900,5278330000
2017-06-26,25692400,3077600,18403800,7751600,3386200,2153500,6604100,1598400,3238970000
2017-06-27,24761900,2296900,19862000,8727000,3782400,2386500,6996400,2579900,3563910000
2017-06-28,22082400,2096800,20345200,7730700,3737600,2221000,6302500,2721400,3500800000
2017-06-29,31499400,2428900,23717900,7166700,4303000,3262200,8221000,3299200,3900280000
2017-06-30,23024100,2225600,22540700,17920600,3390300,3571500,5848500,2090200,3361590000
2017-07-03,14277800,1511200,11124300,7346800,2909100,2822500,6305400,1709800,1962290000
2017-07-05,21569600,2716700,20084900,7558800,3653000,3564400,17046700,1813900,3367220000
2017-07-06,24128800,2737400,20807700,5158400,3259600,2757500,19324500,1424500,3364520000
2017-07-07,19201700,3090400,20840800,5802500,2643400,2460100,14176900,1637800,2901330000
2017-07-10,21090600,2701900,22775200,5192700,3546300,3206200,13820900,1192800,2999130000
2017-07-11,19781800,2815800,21588500,6192400,2982700,3447500,11559400,1113200,3106750000
2017-07-12,24884500,2817400,17486300,3825500,3608600,3097900,10346100,1532100,3171620000
2017-07-13,25199400,1943600,30230100,4893700,2880800,2476100,8594500,1294700,3067670000
2017-07-14,20132100,3229000,23561400,7421800,2102500,3256400,5625200,1053800,2736640000
2017-07-17,23793500,2416000,20546800,4302700,3712600,4762600,9876900,1165500,2793170000
